,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
392,Univerzitet Union,world rank  10738,"Kosancicev Venac br. 2/5
Belgrade
11000 Belgrade
Serbia",+381 (11) 263 0654,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Univerzitet Union
|
Faculty for Banking, Insurance and Finance Faculty of Computing Faculty of Law Faculty of Drama and Applied Arts Faculty of Legal and Business Studies",['library']
393,Univerzitet za poslovne studije,world rank  11165,"Jovana Ducica 23a
Banja Luka
78000 Republika Srpska
Bosnia and Herzegovina",+387 (51) 248 300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Univerzitet za poslovne studije
|
Faculty of Business and Financial Studies Faculty of Applied Economics Faculty of Information Technology and Design Faculty of Ecology Faculty of Tourism and Hotel Management Faculty of Journalism and Communication Faculty of Legal Science",['library']
394,Univerzitet za poslovni inženjering i menadžment,world rank  11010,"Despota Stefana Lazarevica
Banja Luka
78000 Republika Srpska
Bosnia and Herzegovina",+387 (51) 378 300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Univerzitet za poslovni inženjering i menadžment
|
Faculty of Economics Faculty of Law Faculty of Philosophy Faculty of Computer Sciences Faculty of Technical Sciences","['library', 'sports facilities', 'financial aid']"
395,Uniwersytet Artystyczny w Poznaniu,world rank  6563,"al. Marcinkowskiego 29
Poznan
60-967 Greater Poland Voivodeship
Poland",+48 (61) 855 2521,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
396,Uniwersytet Ekonomiczny w Katowicach,world rank  4495,"ul. 1 Maja 50
Katowice
40-287 Silesian Voivodeship
Poland",+48 (32) 257 7123,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
397,Uniwersytet Ekonomiczny w Krakowie,world rank  2223,"ul. Rakowicka 27
Kraków
31-510 Lesser Poland Voivodeship
Poland",+48 (12) 293 5456,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
398,Uniwersytet Ekonomiczny w Poznaniu,world rank  2267,"al. Niepodleglosci 10
Poznan
61-875 Greater Poland Voivodeship
Poland",+48 (61) 856 9000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Uniwersytet Ekonomiczny w Poznaniu
|
Faculty of Commodity Science Faculty of Economics Faculty of Informatics and Electronic Economy Faculty of International Business and Economics Faculty of Management","['library', 'housing', 'sports facilities', 'financial aid']"
399,Uniwersytet Ekonomiczny we Wroclawiu,world rank  3555,"ul. Komandorska 118/120
Wroclaw
53-345 Lower Silesian Voivodeship
Poland",+48 (71) 368 0141,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"European University Association (EUA)
Association to Advance Collegiate Schools of Business (AACSB)
Associaton of MBAs (AMBA)","Uniwersytet Ekonomiczny we Wroclawiu
|
Faculty of Economic Sciences Faculty of Management, Computer Science and Finance Faculty of Engineering and Economics Faculty of Economics, Management and Tourism","['library', 'housing', 'sports facilities', 'career services']"
400,Uniwersytet Gdanski,world rank  1095,"ul. Jana Bazynskiego 8
Gdansk
80-309 Pomeranian Voivodeship
Poland",+48 (58) 552 9100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Uniwersytet Gdanski
|
Faculty of Biology, Geography and Oceanology Faculty of Business Administration Faculty of Chemistry Faculty of Economics Faculty of History Faculty of Languages Faculty of Law and Administration Faculty of Mathematics, Physics and Computer Science Faculty of Social Sciences Faculty of Medicine Intercollegiate Faculty of Biotechnology Foreign Language Teacher Training College","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
401,Uniwersytet Humanistyczno-Przyrodniczy im. Jana Dlugosza w Czestochowie,world rank  5863,"ul. Waszyngtona 4/8
Czestochowa
42-217 Silesian Voivodeship
Poland",+48 (34) 378 4100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
402,Uniwersytet im. Adama Mickiewicza w Poznaniu,world rank  760,"ul. H. Wieniawskiego 1
Poznan
61-712 Greater Poland Voivodeship
Poland",+48 (61) 829 4434,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Uniwersytet im. Adama Mickiewicza w Poznaniu
|
Faculty of Biology Faculty of Chemistry Faculty of Educational Studies Faculty of Geographical and Geological Science Faculty of History Faculty of Law and Administration Faculty of Mathematics and Computer Science Faculty of Modern Languages and Literature Faculty of Physics Faculty of Polish and Classical Philology Faculty of Political Science and Journalism Faculty of Social Sciences and Philosophy Faculty of Theology Faculty of Pedagogy and Fine Arts in Kalisz","['library', 'sports facilities']"
403,Uniwersytet Jagiellonski,world rank  426,"ul. Golebia 24
Kraków
31-007 Lesser Poland Voivodeship
Poland",+48 (12) 422 1033,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"uropean University Association (EUA)
Coimbra Group
Utrecht Network
International Research Universities Network (IRUN)
Atomium - European Institute for Science, Media and Democracy (EISMD)
AUCSO The Association of University Chief Security Officers
Baltic University Programme
Eunis - European University Information Systems organisation;THE EUROPAEUM
SAR - Scholars at Risk
The Guild of European Research-Intensive Universities
UNA EUROPA
UNITOWN
KRASP
KRUP
KRAUM
International Relations Offices Forum","Uniwersytet Jagiellonski
|
Faculty of Law and Administration Faculty of Medicine Faculty of Pharmacy Faculty of Health Sciences Faculty of Philosophy Faculty of History Faculty of Philology Faculty of Polish Studies Faculty of Physics, Astronomy and Applied Computer Science Faculty of Mathematics and Computer Science Faculty of Chemistry Faculty of Biology Faculty of Management and Social Communication Faculty of International and Political Studies Faculty of Biochemistry, Biophysics and Biotechnology Faculty of Geography and Geology","['library', 'housing', 'sports facilities', 'career services']"
404,Uniwersytet Jana Kochanowskiego w Kielcach,world rank  3586,"ul. S. Ýeromskiego 5
Kielce
25-369 Swietokrzyskie Voivodeship
Poland",+48 (41) 344 2011,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
405,Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie,world rank  3727,"ul. Dewajtis 5
Warszawa
01-815 Masovian Voivodeship
Poland",+48 (22) 561 8948,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,International Federation of Catholic Universities (IFCU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
406,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,world rank  3373,"ul. J.K. Chodkiewicza 30
Bydgoszcz
85-064 Kuyavian-Pomeranian Voivodeship
Poland",+48 (52) 341 9100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Uniwersytet Kazimierza Wielkiego w Bydgoszczy
|
Faculty of Humanities Faculty of Mathematics, Physics and Technical Sciences Faculty of Natural Sciences Faculty of Pedagogy and Psychology Faculty of Administration and Social Sciences Faculty of Physical Education, Health and Tourism",['library']
407,Uniwersytet Lódzki,world rank  1535,"ul. G. Narutowicza 68
Lodz
90-131 Lodz Voivodeship
Poland",+48 (42) 635 4000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"European University Association (EUA)
European University Foundation (EUF)
Compostella - Group of Univerisities
Observatory Magna Charta Universitatum
Baltic Sea Region University Network (BSRUN)
Baltic University Programme (BUP)
European Universities Public Relations and Information Officers (EUPRIO)
International Forum of Public Universities (IFPU)
Association Internationale des Études Byzantines (AIEB)
Institut für Axiologische Forschungen (IAF)
Research Foundation - Flanders (FWO)
Deutsch-Polnische Gesellschaft für Philosophie (DPGfPh)
UNESCO-IHP
International Society of Limnology (SIL)
Mycological Association (EMA)
International Fiscal Association (IFA)
Labour Law Research Network (LLRN)
International Association for Philosophy of Law and Social Philosophy (IVR)
European Asylum Support Office (EASO)
Association Henri Capitant
Selden Society
International Law Association (ILA)
Congress of Political Economists (COPE International)
European Council for Small Business and Entrepreneurship (ECSB)
European Society for Study of Symbolic Interaction (SSSI)
Le réseau Pays du Groupe Vysegrad (PGV)
European Sociological Association (ESA)
International Sociological Association (ISA)
International Trade and Finance Association (IT&FA)
European Accounting Association (EAA)
European Regional Science Association (ERSA)
Asia Pacific Management Accounting Association (APMAA)
Association of European Schools of Planning (AESOP)
European Mathematical Society (EMS)
American Mathematical Society (AMS)
EastAsiaNet
Association Française du Marketing (AFM)
International Political Science Association (IPSA)
Slovak Foreign Policy Association (SFPA)
The European Association for Tourism and Leisure Education (ATLAS)
Association of European Schools of Planning (AESOP)
Association for Image Processing
Institute of Electrical and Electronics Engineers (IEEE)
Association for Computing Machinery (ACM)
International Association of Mathematical Physics (IAMP)","Uniwersytet Lódzki
|
Faculty of Biology and Environmental Protection Faculty of Chemistry Faculty of Economics and Sociology Faculty of Philology Faculty of Philosophy and History Faculty of Physics and Applied Informatics Faculty of Mathematics and Computer Studies Faculty of Geographical Sciences Faculty of Educational Sciences Faculty of Law and Administration Faculty of Management Faculty of International and Political Studies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
